person_uuid,identifier_value,firstname,lastname,publication_list,first_letter,resolved_for,marked
168180,,J Allan,Philip,"[26265825, 17268893, 10319772, 17448970, 524515, 1265916, 8274301, 14225847, 14414269, 9429600, 14176869, 3793518, 36274891, 31065183, 2774278, 13735251, 4588903, 6764215, 9160386, 26900218, 28194640, 3631082, 5519497, 5453978, 9885981, 8960308, 15698312, 36068102, 25615195, 21715826, 7474056, 3603779, 14462494, 33160731, 14241519, 1200062, 4100044, 16527599, 8790519, 2441737, 25576064, 5399219, 13996943, 4129775, 12797081, 4060321, 5977323, 7427484, 10376859, 8808609, 8415423, 14248207, 24287504, 891283, 4758094, 12913351, 3283720, 9833305, 5774408, 22805687, 8506583, 212239, 24317258, 14323165, 3354104, 8236568, 24600091, 1642230, 11812711, 4743097, 10489799, 15712218, 12598877, 4751229, 10646809, 9212129, 6119486, 9408759, 22372888, 561748, 28050066, 9859731, 17199844, 8708856, 1319702, 49966, 1598719, 898355, 3303006, 7485173, 6506273, 4286334, 24532932, 8316978, 1554492, 2058974, 5708539, 695099, 4262957, 15789802, 19035862, 16732865, 15172848, 33642140, 1149401, 3719560, 6743516, 6150257, 4752722, 7514289, 6477808, 9212127, 9952141, 2932827, 1155200, 1180058, 6816493, 7189307, 5412045, 1598703, 1385745, 959813, 17495386, 2270761, 9229879, 8545933, 14259900, 8394626, 8009664, 9291904, 4589913, 4221283, 27429521, 6458141, 1854471, 26332621, 6180426, 6159997, 24989335, 14085849, 5648266, 4911196, 16843046, 4276783, 7205584, 4707248, 7869367, 6620167, 2893021, 2712925, 24020345, 29660830, 25548450, 4134631, 1038183, 3688518, 366819, 17709283, 4135402, 580151, 589017, 9588029, 10472786, 28011944, 11017685, 14462493, 13569651, 29839232, 474042, 8278312, 31416731, 7656391, 1614982, 4048069, 705930, 7460372, 25548460, 10319538, 8185841, 3065875, 24528993, 8284290, 8177830, 19044528, 1722576, 4282612, 4143701, 22047317, 60059, 2423826, 4742163, 28789854, 6622400, 19619218, 7966260, 16547517, 4513503, 6805812, 17721450, 24600121, 1419944, 19648221, 6491933, 9339131, 8010467, 6776755, 7320008, 5808588, 7086664, 15180609, 22152049, 6857805, 5842238, 22283629, 6633011, 4757096, 10385553, 2922875, 7907766, 13937282, 17197738, 2112433, 3120066, 4144348, 5426424, 8994248, 16006882, 7192474, 26148830, 24532906, 7066650, 15477053, 8896022, 8183854, 26607703, 1265914, 16183626, 6775139, 2937191, 906111, 8389507, 26858481, 14185488, 16241801, 12797080, 5559769, 11274013, 32622613, 14486188, 29838047, 4694011, 24600099, 7175785, 48871, 696170, 7025941, 10589626, 4276258, 1462418, 14348466, 33222931, 25825570, 21868873, 8532447, 7508625, 10716300, 103664, 28747102, 6522348, 7460378, 3978848, 18040508, 337607, 10073899, 26085726, 24201603, 8686041, 719342, 7617567, 936993, 2944221, 48439, 5496136, 4136487, 912939, 5430999, 14294878, 8316971, 1359317, 12656920, 11159241, 24532909, 24669035, 15830503, 3711770, 4276782, 4252622, 3412945, 19710980, 9417736, 1614985, 29325231, 2689009, 29829106, 878866, 9095568, 4102670, 11520566, 6859589, 7363505, 6622404, 16207264, 25910750, 32951924, 392844, 24948411, 442260, 847816]",J,GB0012303,True
2590,GB0012310,Karl,Pang,[19541513],,GB0012310,True
116727,,K H,Pang,"[20875753, 18015166, 35689415, 11558864, 32993921]",K,GB0012310,True
168230,,Karl H,Pang,"[18835928, 24552448, 32580536, 19633861, 34318985, 32649082, 32182232, 28801130, 29273406, 29354491, 34538750, 28458589, 25392181, 30473433, 34406927, 34308607, 32573174, 34036768, 34275660, 31691084, 31587989, 28380027, 32376133, 25959279, 35221231, 36243664, 34743192, 35430159, 32432435, 32549074, 29866463, 31072807, 30976574, 28296224, 36105846, 35986901, 30268659, 30895765, 34980492, 33117044, 34903488, 35711488, 26869819, 20638224, 25849673, 32576531, 32339558, 20697898, 25417997]",K,GB0012310,True
2604,GB0012326,Theresa,Edwards,[33659288],,GB0012326,True
30033,,Todd L,Edwards,"[33230300, 31480066, 28900119, 29549330, 26545240, 27432226, 22106445, 22384203, 21339808, 36314129, 31578528, 18046759, 20186329, 20809526, 23677573, 15469410, 29044472, 33190990, 28417008, 25495367, 31249589, 18804346, 30605491, 32974638, 33813844, 23583978, 27321945, 31231134, 25644736, 32051193, 30429575, 32981348, 17654613, 28715450, 31543516, 35226188, 27346686, 31152163, 25500260, 30262922, 23200709, 35013250, 28416512, 31160809, 34877660, 20924289, 34385711, 28501704, 24365671, 23604678, 30528449, 19077437, 28162885, 28836065, 28537267, 29202956, 28975356, 29907250, 27346685, 29030403, 30196971, 29800783, 19721717, 34148359, 35652341, 30578418, 31451708, 28188775, 23110237, 22792057, 28544176, 26333203, 34986912, 30487518, 25177340, 19697353, 26158673, 27497800, 35886906, 31511532, 27346689, 28580392, 25307281, 29549329, 28146470, 30166544, 25280642, 32372017, 31001917, 33837377, 32541925, 18466572, 21700677, 35522175, 35500537, 25563744, 22623060, 25015694, 26392837, 26139462, 29739930, 23972371, 33534346, 21309754, 30442686, 18485205, 24827923, 35199555, 28582460, 24001895, 29750786, 29273807, 23192594, 28498854, 27780847, 27193597, 33727701, 35654975, 28792542, 35988586, 23810916, 30988330, 25165391, 31545351, 28598434, 18487217, 19105203, 33432171, 32709459, 22551900, 22470140, 29484647, 26390057, 30224653, 27618448, 20070850, 25784503, 22922000, 23539723, 23892540, 26908616, 28399866, 20421984, 30673079, 28852049, 34302236, 28346479]",T,GB0012326,True
50290,,Terri D,Edwards,"[34192055, 20042844, 17463320, 17545482, 22722360, 32656319, 17363698, 34098038, 35574155, 18423659, 22612886]",T,GB0012326,True
72112,,Tam,Edwards,[12525512],T,GB0012326,True
134049,,Tom J,Edwards,[16430634],T,GB0012326,True
136389,,Thomas J,Edwards,"[20726979, 20519400, 22951842, 22190727, 26433027, 34113224, 24522909, 23690609, 26455556]",T,GB0012326,True
136395,,Thomas Edward James,Edwards,"[28340562, 24415767, 21359836, 28120876, 28303005, 20862217, 27658298, 21371605, 25961325, 35234139, 33784495, 15797217, 34525130, 29717997, 36157596, 12475232, 27500735, 28369538, 24699737, 25945710, 25945711, 27798837, 15961729, 15192703, 26646013, 21904053, 21904066, 20364333, 35102894, 23828197, 25678663, 35234140, 24311791, 30311019, 32841567, 26027732, 21359640, 33620038, 18940672, 22496223, 23709284, 21252294, 17574837, 28274633, 29119630, 25957961, 21904046, 28089350, 28878017, 28406621, 36037447, 23139410, 21904048, 35102892, 17703207, 25945714, 26544981, 12659878, 12643697, 25089892, 21904061, 19234468, 33760815, 25945716, 24970892, 29633965, 23851357, 31650490, 24548880, 36107992, 22477778, 36285697, 35895819, 19948769, 25832174, 29551481, 12079781, 31930600, 32324991, 21870819, 30867460, 16171402, 25182647, 25945709, 27936614, 23523511, 21904047, 30894487, 25613812, 34981773, 33947893, 22544630, 23382856, 30198884, 34442725, 24366729, 28421849, 16962976, 31930578, 21904042, 21904058, 35921442, 31429257, 32808520, 25957069, 35048450, 25945704, 31658388, 33446675, 24157367, 21904043, 21904052, 21995815]",T,GB0012326,True
145608,,Thomas M,Edwards,"[21463021, 23639769, 16141333, 20678527, 21600243, 26837761, 19716384]",T,GB0012326,True
168770,,T. Bradley,Edwards,"[23789993, 27661677, 22122854, 8628797, 1391251, 9100560, 1736317, 16714124, 7979895, 15721801, 10954550, 10471294, 1902617, 22752109, 19401745, 11456739, 35803583, 11728892, 13138603, 5725001, 11533159, 25091076, 19872807, 36191585, 3112756, 4470839, 18113210, 14788280, 8750396, 23733592, 10823608, 19238262, 23908428, 11727797, 12473715, 12130411, 28358978, 11402426, 11845143, 20185072, 12671695, 21926422, 19282204, 16313602, 8486994, 2040453, 18736308, 5637514, 4244942, 16475756, 5475200, 4828349, 11373799, 16076978, 11383113, 25735681, 13563795, 11581396, 11581425, 8370255, 32839978, 6109561, 13015608, 21904059, 16473029, 8081716, 17155465, 16241644, 16241718, 2787634, 2153778, 32088074, 12083571, 25306491, 32949760, 11888147, 24012360, 22079769, 20049573, 12195914, 26270757, 27049187, 1629500, 11239352, 27840672, 4278218, 8958996, 1852718, 8219563, 5922946, 1814488, 14716799, 8179524, 25592124, 3728413, 14239105, 3155468, 9889330, 8809033, 3935919, 5845766, 31577862, 9828495, 19872811, 21536686, 16090381, 17025951, 28918112, 6279547, 20619184, 24560466, 29246679, 15805199, 15805942, 15101484, 11866142, 30511283, 15741641, 14711961, 9622849, 11303521, 25248636, 29263762, 28400850, 10063954, 11162136, 14050254, 19481983, 10553561, 28559679, 20639705, 1110795, 18249012, 19379696, 16652864, 35977963, 18733903, 26442888, 15596989, 18734760, 32890678, 8105234, 9149504, 843847, 5763226, 25740035, 21816632, 21104354, 23316375, 25520341, 16517359, 19286398, 16510821, 32920109, 7583862, 21879403, 17055302, 25378516, 23027474, 4578611, 31357996, 32189948, 22338617, 25768750, 17452260, 17280267, 15904132, 15904361, 17155383, 16486437, 15904135, 17025876, 16241783, 16383819, 16952722, 20490094, 32572048, 22088407, 2169832, 18761073, 15527590, 8774038, 14836436, 239011, 15820860, 13889316, 24817714, 323724, 13521235, 24007018, 13595055, 5264105, 12071676, 14890289, 13670259, 13514692, 18495503, 1128493, 21904057, 7887718, 14220157, 32521424, 14491268, 5218275, 16197208, 17358756, 28651924, 32718405, 35310515, 7462476, 14886018, 13011791, 8031556, 18894750, 18739327, 15823857, 10843395, 9016778, 8427138, 7681901, 10622831, 17381247, 14825924, 20134628, 9100023, 20741294, 9928192, 29462711, 29875381, 7576930, 22691790, 29032988, 16843809, 25037063, 32631643, 8506494, 16510795, 28135371, 30675544, 15889020, 24695931, 30553797, 21469627, 12925620, 28369842, 30720418, 17606786, 10400838, 25441561, 12195246, 14735065, 21862432, 21469629, 12966381, 30473242, 8420455, 27663746, 25878322, 6420906, 11193924, 15783476, 15783547, 33190757, 28415544, 17507250, 32745215, 25168350, 17370061, 26652698, 27522338, 27252433, 27049189, 9625400, 33590316, 10967121, 19731228, 10617261, 2113720, 31911082, 18502459, 21324384, 11593370, 8087368, 197387, 6669503, 17188748, 804855, 17836515, 30263872, 1477440, 14167227, 17026425, 15806132, 9785036, 18739058, 15044556, 11333905, 27349458, 9680028, 8017307, 5731943, 6854343, 17692397, 17692538, 19503485, 22960629, 14810025, 18014160, 33041880, 11401177, 2172566, 17581789, 21053888, 11379743, 34292829, 24200530, 30098923, 16337533, 26897317, 34656776, 30929497, 12473707, 27506968, 10386799, 11845147, 16990021, 4522586, 36130970, 31649266, 11336677, 18575397, 29864326, 30327183, 25110461, 24078535, 1814484, 3786697, 10287004, 21446741, 10387664, 22316127, 18908435, 1616592, 13889315, 21188537, 5926943, 18739653, 3961702, 20076075, 14915408, 16587762, 13819449, 10559349, 8192687, 15783550, 15783803, 12095024, 18262781, 24609469, 18650949, 30251213, 21943461, 9592502, 8380873, 35438689, 24789355, 13035013, 13068341, 18147558, 20245030, 5475201, 30682940, 1290457, 17240461, 19796702, 5747942, 14046665, 16341155, 11401547, 11991760, 16090460, 16090864, 16241714, 15524981, 16907434, 16383817, 6809844, 11912093, 25240813, 9258831, 18262802, 11430743, 32763383, 11866145, 25571890, 29422391, 27514632, 12851570, 25745905, 21281914, 27327923, 1055513, 24551861, 32146043, 22938790, 33074421, 9596304, 28488015, 15889022, 15685062, 24132362, 9512561, 28872643, 422622, 27768338, 20093317, 11320695, 502495, 7646161, 11922722, 30930472, 18087358, 13271718, 16017549, 15397114, 11317622, 29037292, 17773455, 18642470, 29358075, 145952, 15039253, 3488888, 23003059, 10796982, 4513719, 10065130, 140251, 21540561, 19527789, 15904211, 17155320, 17155384, 15783954, 15524781]",T,GB0012326,True
168784,,Todd C,Edwards,"[34514868, 22008342, 21834910, 22226414, 23144361, 28986339, 31052211, 33785497, 28559007, 20507228, 27209223, 34714155, 30448911, 34114356, 15264944, 12128038, 12128039, 33853351, 15020776, 28931345, 15643924, 28382522, 29845470, 25799275, 25684755, 31337231, 21778477, 23150168, 23678925, 28346442, 32706693, 24463984, 23184867, 12730280, 26304263, 29038132, 29911184, 34957589, 32377376, 33731139, 20820926, 30045349, 26114527, 27673204, 29774434, 21960291, 24721264, 15260173, 26068380, 22675002, 36112919, 35341357, 27729150, 33144283, 22186554, 26245710, 27898253, 29703846, 30149769, 31590945, 25791366, 32468839, 27105466, 23657441, 25648756, 23027627, 17760483, 21493349, 21505881, 29635427, 28882810, 28392670, 27707688, 23266556, 25268884, 26195574, 20817624, 23849146, 30092661, 15643913, 27760274, 17552946, 26585679, 29590070]",T,GB0012326,True
168796,,Taylor F,Edwards,"[35610270, 33911273, 30733985, 27006625, 29763264, 30046050, 29376435, 26045959, 26843925, 23875727, 28562605, 21976992, 32243554, 33129373, 32817969, 31233606, 29398908, 34066047, 32084151, 25029369, 35295419, 29063436, 29753055, 32574638]",T,GB0012326,True
2608,GB0012330,Robin,Scott,[20256214],,GB0012330,True
15678,,Rodney J,Scott,"[26284064, 34475139, 34916829, 23104006, 25882541, 31265136, 30458865, 19815694, 35972662, 28107422, 30429575, 26457081, 29960671, 24096698, 35974141, 31043617, 11857080, 21152067, 25381466, 21615965, 19306394, 27089181, 35931049, 21833088, 32115800, 22363065, 28548086, 15188174, 25352485, 22970245, 22941190, 27008869, 34887591, 29844566, 27595995, 33980861, 27225129, 36182917, 25336714, 28452372, 24362816, 16707622, 29783973, 30388399, 35607723, 21966413, 22426144, 18184693, 19839053, 21113653, 25814991, 20711463, 19073976, 30787463, 23776548, 20010362, 27463399, 25378557, 32851660, 26651996, 29608257, 25487306, 22190364, 29059683, 31911677, 26561523, 18310316, 26574572, 23722424, 26831199, 35396580, 24929828, 24039736, 25310577, 30061609, 23929743, 34002096, 26073781, 23474815, 30571772, 20190274, 20196755, 26035012, 26134033, 23326517, 30470561, 26868379, 23263486, 32193296, 35173408, 27135401, 33144283, 26330482, 36224396, 26621817, 23131718, 25395472, 26282643, 23140761, 31636762, 25613305, 27450777, 27869829, 27550749, 30093612, 27898078, 32359158, 27007234, 22558445, 22036019, 31391148, 28106345, 26921362, 23381943, 21499250, 33335118, 25809864, 21060863, 30224653, 27259051, 29058716, 29915430, 30554720]",R,GB0012330,True
67710,,Ronald D,Scott,"[32065770, 24314357]",R,GB0012330,True
98047,,Rebecca E,Scott,"[33710905, 22319111, 32760571, 35780797, 25398584, 18564135, 31173339, 25339720, 33218821, 36018776, 28737909, 26301756, 29588995, 25682339, 22512844, 24812193, 23374716, 25082745, 17825692, 35240084, 29108869, 28912148, 28323997, 30403773, 31082466, 28635351, 21797846, 29686402, 34819276, 14962668, 28954791, 31743932, 27689406, 33857406, 27613192]",R,GB0012330,True
99297,,Rod C,Scott,"[30395354, 24864167, 26432983, 19951424, 29394267, 16844492, 17634062, 18325011, 16981865, 24269731, 12183341, 26866597, 29226310, 26040629, 23135515, 32377688, 25304962, 36152945, 27378885, 16417544, 24348338, 21762447, 20454908, 33893199, 22268666, 23252366, 25939697, 26333769, 25616460, 12937081, 29750218, 20810251, 25882788, 25454504, 31425870, 27199888, 31199467, 31693585, 30187009, 17442005, 18330001, 26537563, 19362603, 24358362, 32748466, 32526686, 29414549, 12805108, 30009398, 17954477, 25921696, 36177545, 27988139, 18093563, 23566067, 29105069, 25802930, 21320111, 18602345, 30170734, 32860415, 22500653, 24304474, 35883201, 27923975, 27239287, 29862505, 25217506, 28332711, 25323416, 26148195, 25498516, 25416464, 25330985, 16914405, 22816374, 28401986, 12150899, 22266177, 25596900, 30412923, 17765508, 20618427, 19602626, 22945967, 19178565, 22980366, 27306638, 22032791, 12401166, 30169233, 30500487, 35645970, 16162436, 31009825, 20044241, 25529303, 25363285, 24587054, 19941519, 20865725, 21914715, 27322471, 33582003, 26275312, 35484213, 17366478]",R,GB0012330,True
139946,,Rod J,Scott,"[27596924, 15028238, 23369619, 17147678, 17120227, 19071961, 12782734, 24593824, 15799941, 14526125, 17204071, 16822753, 19825566, 18796636, 18643948, 17177805, 24655787, 12831475, 16339187, 24646245, 20406451]",R,GB0012330,True
140475,,Rob,Scott,"[27039291, 25390846, 32514736, 28735360, 25881939, 25282519, 24678979, 26228031, 24825642, 26946077]",R,GB0012330,True
168908,,R Michael,Scott,"[10369430, 9849797, 17793088, 4173139, 5770554, 8208736, 18639183, 20791050, 18376419, 8472133, 25166659, 25983644, 23383780, 1131527, 1012997, 1946866, 32755548, 33667362, 8452479, 9306210, 10546603, 8401599, 9292869, 4356574, 5861350, 12452142, 11665825, 8422831, 10717957, 12752397, 8790524, 2040996, 16196780, 24393568, 20693022, 10210254, 10047793, 1627774, 12642332, 11004276, 5073368, 3828704, 12743929, 4422843, 23005621, 28280431, 28943788, 25814850, 14561318, 2213402, 2624471, 2994040, 2207549, 7994953, 2290089, 8934319, 18201203, 24007063, 17514666, 11943797, 1369406, 14281237, 29540743, 9685138, 8563804, 8563806, 10804189, 3276912, 10030327, 5548331, 16723360, 3059656, 32978377, 25245746, 9878439, 5522369, 10504273, 9950468, 1596733, 17227472, 17784533, 12378059, 19066185, 6779901, 8059091, 29719113, 5831402, 10321373, 10361856, 14561315, 2846028, 10567928, 3598206, 7338699, 27069415, 25526119, 23368453, 23373913, 25814905, 21231579, 1781741, 14561319, 2808514, 11555209, 8537951, 17797091, 3581562, 3384678, 1921811, 2542963, 21334018, 2646566, 2919083, 1914320, 1445552, 8435717, 2169318, 1362739, 11736864, 12093074, 2556318, 24842135, 6066582, 8689098, 9771258, 8198830, 21242132, 2172777, 8107971, 11749021, 14044372, 11750919, 8903950, 12378062, 20702274, 12642316, 7400337, 19920828, 4061650, 20576772, 16310551, 8584039, 31593593, 18245390, 1932922, 11425930, 1628096, 30030516, 24413733, 7648155, 4125631, 3691429, 13807307, 7873962, 28260969, 26041975, 25526123, 33655273, 10390060, 22669161, 5834471, 24157736, 1702151, 18214091, 18644283, 5243449, 23006362, 27081971, 28949169, 27314714, 22586783, 33280567, 9163377, 2624472, 9698665, 16857697, 11114401, 33040653, 14079694, 36018710, 11073823, 12566173, 3356701, 7483764, 7820464, 2730839, 7757996, 1426705, 32561288, 28961847, 9917667, 9785260, 2225648, 15006116, 23034729, 20599541, 24248856, 15131249, 30834966, 2261536, 18352165, 4923870, 1683748, 9876073, 16921344, 15512725, 20397603, 13909964, 8111030, 7881754, 8046422, 2541856, 2675320, 7787650, 8869138, 11525582, 12640410, 29680267, 17362272, 11369555, 1933203, 15415221, 19513068, 15505873, 3368999, 10741697, 14808178, 10457849, 12852941, 9217006, 8563805, 14561320, 12694597, 24301130, 16575163, 12843461, 11702767, 16156946, 9144657, 10194374, 16751758, 9577392, 9578047, 24227066, 2175853, 7582606, 7682349, 10140774, 1359086, 8340032, 19219751, 10962770, 10048592, 7558899, 1369045, 9202504, 25783204, 1863773, 21164529, 34271736, 3833445, 21405267, 28621989, 22463626, 25814847, 7480426, 26998906, 7394593, 29038599, 8863879, 8076061, 10598278, 2708367, 2002197, 34740741, 316457, 6875438, 73855, 9452409, 1933166, 3997857, 3513169, 11013668, 17497749, 8442013, 30988285, 21418125, 1648401, 7982531, 1141878, 7423696, 19948536, 1777778, 8478378, 19553269, 16628238, 1839552, 2482668, 1345855, 11897114, 9025851, 7855019, 3042437, 24573425, 7766048, 3311565, 3672670, 2591427, 2165633, 2527675, 1283541, 21410543, 2897445, 7714823, 12106108, 10926677, 9419786, 6536273, 1392594, 5098919, 2545144, 1627770, 10671927, 11529107, 32142665, 6157945, 25167254, 29570314, 24329443, 27217821, 24476260, 22463524, 15228393, 11181995, 9028524, 18945171, 3384679, 25644384, 7746055, 17148348, 10728883, 10540141, 13749399, 9768897, 9645515, 12443589, 5579472, 26050535, 1509635, 7928483, 14561316, 14284289, 8814839, 2457868, 3672671, 15667410, 9474304, 16723361, 20919629, 1521623, 15613516, 10796649, 8208307, 17056164, 33768502, 3261547, 18303764, 29412829, 24333865, 8279087, 19158332, 10507696, 21059077, 1334752, 24273734, 35022024, 26536820, 11040093, 28515667, 23473136, 23368454, 27835023, 25814861, 24182258, 1781740, 9523670, 12081734, 21217783, 21230778, 9701363, 2197371, 18752569, 11718924, 2818207, 14254265, 30967163, 10782962, 3410222, 33360281, 1806519, 597693, 9871695, 11872050, 36319381, 6631868, 5518695, 1980145, 9811928, 7616546, 902077, 7784505, 3557467, 25217372, 16632647, 9718988, 25874832, 32855455, 2447504, 15489391, 11131434, 8019267, 28369758, 11397028, 35907511, 5926261, 11070887, 2387726, 8876121, 12484582, 3981359, 4430901, 21156345, 8375266, 28474923, 34420313, 4080881, 3186871, 9842741, 17747786, 23052052, 19478236, 1683905, 3858324, 8935482, 8113808, 32761405, 2207225, 10664715, 22170232, 10951693, 11090224, 953560, 15044945, 7738844, 18851616, 4467307, 16690728, 8339006, 14073685, 7258588, 8012725, 8374615, 4576947, 9886679, 8281185, 24765975, 4024398, 11496270, 11040151, 9041487, 25166377, 25869804, 16709697, 7901685, 11508875, 25853401, 4842422, 21483410, 29430210, 28775665, 21838350, 27314715, 21231580, 8689106, 10503631, 8515140, 6659225, 16111499, 21052978, 8790479, 2745408, 14561321, 1637666, 7814441, 23031109, 21231057, 30506214, 17579620, 14561317, 2645155, 9693137, 2427648, 26449192, 1939253, 12688920, 2237720, 12133930, 23833095, 15020728, 9551290, 17514674, 3656269, 33280562, 7494858, 28467990, 23259889, 18575031, 8220442, 31978365, 35845229]",R,GB0012330,True
168925,,Robert Alastair Howie,Scott,"[30664745, 26833246, 28566273, 24845081, 33644404, 27680694, 36071172, 22581228, 29621514, 22479202, 19092698, 29273806, 31160809, 23304587, 32742753, 35080648, 20863147, 29886155, 25720386, 31127295, 29083408, 30670697, 29988085, 26494809, 33981765, 25262344, 20717169, 15694598, 27473075, 29785010, 28663568, 26546051, 31145760, 31807966, 20798657, 28273938, 28667182, 21722078, 14523311, 29549330, 27604040, 31360507, 21149360, 26920601, 20010124, 27391963, 25164947, 29257133, 28832619, 30617275, 26934567, 32109421, 28592605, 24947364, 26674845, 20804771, 24199643, 30804560, 30347087, 29455858, 27788146, 31443508, 27668658, 27475617, 26551672, 27355579, 33087929, 23835345, 22693455, 27466198, 22415877, 26861925, 25281353, 27207519, 30429575, 33414548, 25190658, 28898252, 29912962, 28443625, 28494491, 26849114, 19536306, 27701660, 26561523, 28448500, 28346444, 34875679, 28552196, 30388399, 23504018, 24929828, 35662749, 35246082, 26824906, 27157046, 29358691, 27876822, 30578418, 26185480, 26066743, 27089180, 30297969, 26426971, 25673413, 29313844, 26833098, 30595373, 29549418, 24159179, 30326043, 25011450, 23583979, 29304378, 35203686, 29549329, 28146470, 35819921, 18502300, 25773750, 31673082, 25631608, 22977137, 23618228, 27908689, 31043758, 32522777, 25048195, 28461624, 29849136, 17465625, 26025389, 28614350, 26822414, 24660054, 32398842, 17460280, 18379566, 32895551, 25282103, 28209224, 30575882, 31165770, 26239645, 31664920, 26131930, 22069379, 26635082, 22835052, 27416945, 34648354, 25494864, 20580778, 33331088, 23632745, 25738698, 27027517, 25673412, 26134033, 22885924, 25352340, 22999784, 31110354, 30778226, 30837465, 26416764, 31506343, 29459775, 15503146, 15950509, 29273807, 28236826, 31853068, 28721386, 17157134, 22603978, 22506126, 23744998, 26848882, 29899519, 16604335, 30600732, 27911795, 30390057, 35551307, 28341696, 24509480, 27252175, 28077764, 16360732, 23406256, 24357701, 25342721, 27707817, 25752437, 28472463, 30698716, 26046271, 24154996, 27398621, 31253830, 27898682, 28138151, 25918230, 27864399, 34059833, 28739976, 29632382, 23935507, 27841877, 31748747, 25078964, 26390057, 26908616, 25497422, 29180908, 26692577, 16018349, 25817829, 26414677, 30224653, 27618447, 22109828, 30926973, 28887542, 29360107, 28436984, 24954895, 26079503, 32917775]",R,GB0012330,True
2612,GB0012334,Theresa,Edmunds,[],,GB0012334,True
167071,,Tim,Edmunds,"[17309694, 8688424, 26963831, 19146893, 26044846, 8892125, 17251309, 3898095, 10187813, 12123652, 12801930, 17163678, 18022370, 1367545, 23184768, 20980263, 27725636, 9890527, 9355753, 10772505, 21417264, 22961873, 19953667, 9616152, 17680659, 15831248, 2553122, 3536972, 25209176, 12554947, 7728067, 2994081, 3035058, 17293352, 6749575, 7028122, 17805474, 18328816, 15520017, 7764071, 15519566, 19430910, 1935793, 2015293, 12626384]",T,GB0012334,True
2613,GB0012335,Tammy,Fowler,[],,GB0012335,True
30552,,Tom A,Fowler,"[17242621, 28967191, 22071713, 21994435, 34230058, 33350578, 16523253, 16275815, 16091130, 32055707, 34904380, 35255492, 30280646, 29691228, 23489756, 17131199, 18563476, 35182509, 14594745, 25016599, 32847180, 17523983, 19052097, 25314961, 28272350, 20194547, 19118328, 36084618, 23176801, 34986294, 31395438, 17298649, 15172940, 22566578, 35617989, 16946360, 17539361, 24738913, 32392337, 21325690, 34758253, 19829167, 34534517, 24703631, 25918440, 22426805, 25392369, 24919695]",T,GB0012335,True
2619,GB0012343,Rachel,Simmons,[19193690],,GB0012343,True
49124,,Ruth D,Simmons,"[34193528, 23686153, 35358491, 35702813, 26322977, 33844963, 21502079, 25437561, 35021002, 24789326, 23181064, 34446502, 33739255, 33985964, 35143770, 26559856, 28575385, 34269172, 31362807, 35607808, 31551376, 35202537, 23283958, 33573638, 35131335, 26654248, 33639175, 32770836, 31101278, 21551190, 26758806, 25901355, 25265082, 27276170, 19691429, 31505083, 35085659, 31708061, 32102782, 28598325, 30896055, 34289274, 22492853]",R,GB0012343,True
74632,,Rache,Simmons,"[24533664, 8990356, 8031101, 521769, 1098611, 31615597, 10301020, 12433600, 15454195, 7892361, 25661661, 15335758, 17490419, 28762652, 8610389, 19913319, 33307428, 20012011, 9886959, 21988535, 28029211, 8769173, 13362491, 30869036, 29239130, 7588997, 21449934, 871795, 24646371, 3307061, 14218892, 20920035, 129877, 10096540, 11606292, 9425652, 25382351, 4618654, 25360891, 3079040, 20978739, 15474424, 15194073, 1721360, 34543298, 16174156, 36136330, 30526229, 1098195, 27209633, 12483480, 24732143, 16508778, 7104563, 25185778, 31257040, 30175888, 8139653, 28612490, 13368808, 4612798, 191948, 21679235, 1375663, 13669424, 22340130, 25937542, 3065507, 370540, 30325447, 318820, 23404444, 19854456, 24102972, 8871658, 10075598, 8515955, 11159382, 11734631, 13789239, 15335930, 22283392, 19629430, 12486604, 5933261, 30051565, 15289626, 8785341, 30412250, 5766259, 769218, 28130506, 27167600, 22823477, 7517171, 8757941, 5836290, 18317727, 26282583, 20859613, 11357106, 5016507, 17305901, 22237689, 21624094, 25532678, 19388965, 482050, 8723341, 22913463, 24801371, 7632507, 8183509, 23577666, 10585930, 9153398, 23672663, 30693643, 6389669, 29745055, 20722672, 10628763, 68383, 11003353, 690589, 15289627, 24817063, 17888126, 6264640, 4397068, 11057644, 8109348]",R,GB0012343,True
2623,GB0012349,Sanjeev,Pathak,[20183665],,GB0012349,True
96905,,Samir,Pathak,"[23958981, 25084766, 27566030, 34544628, 34187817, 36074220, 26094680, 35606323, 34517876, 22140613, 35101359, 31392958, 35004314, 26993759, 28025739, 26064765, 34446065, 26074283, 16551411, 25431369, 34932101, 25040656, 29961953, 34417025, 35996870, 29203994, 23242242, 19726450, 24379593, 36157153, 35136639, 22693391, 28628566, 29205753, 32511126, 31429414, 30956165, 27111217]",S,GB0012349,True
132836,,Shelly,Pathak,"[31769858, 33424831, 31532390, 34830107, 31268627, 27646526, 29284595, 30022980]",S,GB0012349,True
