person_uuid,identifier_value,firstname,lastname,publication_list,first_letter,resolved_for,marked
59027,,Robin D,Hughes,"[20368738, 17255836, 12654133, 19096796, 31843649, 12560755, 21457616, 16511529, 15614156, 22726558, 16700328, 25438038, 28901189, 20632436, 19523347, 25755322, 20645048, 20104500, 15239631, 26626568, 24409052, 19412010, 22476879, 16055896, 12468248, 16355567, 21092412, 22144676, 24143888, 12693666, 16315306, 19364077, 16382475, 16793034, 17269448, 26420761, 22082820, 16528714, 23394812, 26472193, 19890967, 26337697, 20587150, 20576915, 17912955, 23949472, 30820592, 16763914, 22057441, 12923364]",R,GB0011694,True
59028,,Robert C,Hughes,"[24100150, 32523976, 30246850, 36260680, 33344785, 32607519, 30250842, 29711613, 19440433, 32647043, 17656517, 19739597, 26790588, 33766703, 23849693, 19236030, 30885963, 12929628, 23354129, 26813935, 33534849, 30405918, 19675311, 32341042, 34295729, 28590253, 30885964, 26953985, 11667836, 31839878, 29416592, 36183724, 28909968, 33764074, 21428227, 19151446, 12678935, 27300670, 32495063, 31365267, 27960449, 12021711, 30602780, 20151936, 30885962, 24231242, 34851336, 34841375, 35695394, 36238244, 27622782, 33493500, 29689045, 19842693, 30885965, 36244644, 28546429, 25286025, 15947319, 33938281, 35626830, 30209944, 23576077, 26719232, 30064082, 28666552, 25544648, 12517442, 16829282, 32345647, 12718892, 2233931, 29711605, 34921808, 27172588, 30420616, 31158087, 12669758, 30194198, 21680108, 34358472, 18632710, 18191676, 16684386, 23025255, 35821715, 32790810, 27826729, 27174815, 30405600, 20479393, 33639192, 34930724, 17482623, 35331988, 30664850, 15069528, 18578550, 35171664, 25018002, 22562945, 19009595, 24729512, 29711708, 22521502, 24245061, 23148763, 23148788, 12925903, 30885961]",R,GB0011694,True
59045,,Ronda G,Hughes,"[31934945, 17764216, 25840719, 17850523, 26502068, 16499467, 33957500, 18195339]",R,GB0011694,True
59096,,Richard A C,Hughes,"[16271648, 16519780, 27775812, 23450584, 28481421, 17374097, 12754323, 16801513, 18178525, 31924731, 29976621, 28241090, 23459682, 34633957, 11958823, 15958128, 22696371, 21746711, 23516260, 29185258, 15833371, 25238327, 12754329, 29106487, 16867980, 20556755, 22786476, 19886739, 21412923, 21888680, 17512840, 12534332, 32228086, 17337484, 12949197, 34725897, 18212785, 21393063, 23771584, 31586949, 21692904, 25561247, 28084646, 21040143, 22895921, 18685918, 18685920, 33743237, 19015303, 33482590, 14641514, 31632723, 21952095, 31227561, 11779938, 17123202, 30247567, 23628445, 30001923, 17239444, 34838154, 32873893, 19260050, 27846348, 20457948, 20166061, 26458287, 16873807, 18594450, 34520669, 19496683, 31981368, 31329577, 35278671, 16014368, 34103340, 29581889, 21537357, 32993342, 19691534, 27867506, 16087757, 17382804, 31541214, 34654457, 26824523, 19517399, 33215158, 30446788, 34756031, 18601655, 24385423, 24554170, 26882285, 19821395, 11859051, 15220044, 15794761, 25677463, 15488456, 20621711, 21069674, 33313690, 20665514, 22895925, 14738786, 20393791, 28406555, 20837852, 31700690, 21056962, 16552607, 12559511, 33500798]",R,GB0011694,True
59120,,Rebecca Ayme,Hughes,"[32785980, 33655694, 27394917, 31822572, 34134696, 27306393, 26561743, 23760692, 20377963, 19648365, 32086329, 32514567, 34497140, 32436168]",R,GB0011694,True
59122,,R George,Hughes,"[9093250, 8553682, 8308013, 24659795, 8357738, 15026117, 8439755, 11585634, 11585686, 10766898, 12765788, 20056857, 24988770, 15797976, 16421136, 14963199, 28447376, 11506402, 11408220, 1530751, 21257837, 1826647, 7759146, 9120441, 12070031, 2141535, 11087712, 15495046, 21164521, 8319774, 15201191, 10695718, 26227902, 10745073, 8647922, 1717662, 9401951, 1095591, 28752365, 15137336, 1637767, 9436731, 2195108, 28311257, 2605107, 11190658, 8847886, 9470653, 16795030, 8373823, 11421349, 3034477, 12930903, 15847469, 8786175, 21975339, 9310962, 27202320, 9818934, 1513348, 10606550, 8476710, 23861480, 10902681, 7921591, 8020558, 19015227, 21194947, 19228997, 9578881, 11971054, 7089391, 11709869, 603007, 8926489, 2127751, 21641203, 24263133, 12810796, 24328991, 7633875, 11468040, 26099210, 16433003, 26024162, 26549982, 23473129, 27471431, 24836238, 35389814, 19792552, 23005616, 24972197, 14683110, 21838348, 23215374, 20867436, 20867838, 20868091, 16090673, 18518185, 22587242, 21867061, 17677835, 20365975, 20366812, 17155737, 19518858, 11328071, 17358931, 21231576, 25166654, 28316485, 25838791, 26640401, 26182092, 23102301, 28280447, 16817331, 14778853, 16941800, 8782659, 9094045, 4506972, 12846621, 26625960, 1493014, 8423580, 10619280, 11784378, 16437439, 2969956, 10212046, 10933421, 23352762, 24188493, 9639559, 15488846, 1922910, 21944733, 9231102, 8199074, 8936360, 154820, 6757939, 11673324, 8741075, 20177118, 9396689, 17097420, 7906333, 10675582, 16574730, 16625544, 2077035, 12595611, 20705855, 15757969, 15217870, 16643309, 10958302, 1898256, 10467380, 10729739, 27638135, 8255960, 12090400, 25999783, 27517765, 25814874, 25814906, 10211230, 25166155, 25166980, 24972196, 26024161, 27471433, 23083236, 28260978, 24329437, 25983654, 28280439, 24815637, 17501044, 23006359, 11801109, 29437406, 12857123, 21770565, 16605898, 16606171, 16803165, 16803228, 19257413, 18643483, 24476256, 17995317, 19113329, 11384262, 20366357, 22463523, 12906532, 21231575, 19658856, 19659266, 19659340, 26213486, 24313480, 23003140, 23003242, 16384448, 18352540, 18352698, 17501412, 21635084, 12144476, 21517302, 20867511, 11955227, 22182082, 16486810, 21867060, 17026295, 15323815, 15783549, 11327939, 15524780, 19392106, 16907366, 25814895, 25814914, 9102436, 28952777, 25615312, 28303081, 25814866, 25193299, 8388733, 17334956, 20366246, 2229188, 2032748, 9160207, 16713365, 11274311, 11847848, 24283425, 19679807, 8129462, 1592344, 30822004, 16879290, 2609066, 1660064, 2119044, 28235886, 1464606, 3185017, 3316251, 3332663, 19865083, 15245396, 10084538, 1827261, 8676050, 1860682, 11101476, 12871248, 31024752, 9365379, 28682132, 9119980, 16574732, 1894733, 8252167, 19574346, 8498845, 14610140, 8400862, 8482951, 10449105, 2749598, 10302768, 22246769, 2258385, 23197432, 8599727, 11139400, 7534942, 9058756, 14973982, 7536112, 23006358, 23368113, 24877930, 28943789, 25166369, 18352173, 18352174, 23005614, 17501189, 25105608, 22681059, 11736562, 26550718, 12857307, 18233134, 22107622, 16803167, 11955190, 22181598, 18517855, 18517856, 17930496, 21866996, 15903906, 17280271, 11580576, 20366813, 17026291, 23521251, 21230762, 21231452, 19658857, 19658924, 19658998, 19659197, 26069462, 25814853, 25814865, 25814909, 25815923, 9669070, 31708350, 31097070, 24183502, 1393589, 28460677, 11159760, 1313027, 8948293, 3280388, 15749045, 1544463, 1839682, 8852520, 6788250, 2479878, 7477117, 11179969, 18962412, 2463936, 15964424, 8280438, 25123479, 10590894, 10050902, 9313637, 7593320, 21569188, 8675171, 2450087, 8938179, 27730676, 12445165, 16361609, 10971602, 8464986, 8186550, 10627876, 453511, 7745407, 11596030, 8664637, 26769015, 8027086, 6143188, 7486873, 22789555, 10452480, 1359547, 1851259, 10207181, 2713244, 28579921, 28515672, 23473130, 24010428, 23030154, 23003141, 19792297, 16712150, 16712288, 19792786, 25166791, 25166792, 15601082, 21635027, 23215176, 23215271, 25910110, 16803166, 21981495, 18518184, 21599355, 17930577, 17930745, 12689274, 19113696, 11580642, 20366088, 22463399, 17155615, 15783472, 19392266, 21231160, 19658853, 23003243, 19792788, 11863887, 23005615, 24972198, 24972199, 16196920, 23931358, 16090309, 21923205, 17995156, 18851361, 24949756, 25933309, 20365917, 20366415, 12633417, 14995297, 15323620, 19518620, 15783473, 19257265, 17359018, 3404161, 27176516, 26855607, 26069461, 25814857, 25814912, 25814876, 9159944, 9291160, 29263762, 1869893, 6950204, 20155792, 23679015, 33640932, 10408537, 4854508, 11277640, 7689591, 21911542, 1448769, 11476265, 10166628, 8036880, 9790083, 9577400, 19883422, 7841306, 24094457, 2484027, 23881676, 1419263, 34646038, 7907701, 24603305, 142347, 19574349, 7499492, 24785023, 2290976, 10713353, 11401947, 11909900, 8371229, 1555600, 9191216, 8109911, 23002995, 29529169, 23005617, 28128610, 18495627, 31999282, 24856688, 23679709, 28280427, 28280444, 26849587, 28303083, 25814834, 25814851, 25814864, 25814868, 791310, 12185184, 9798745, 23384799, 11796774, 20366411, 15336694, 32179501, 10209187, 3607214, 10292171, 1102818, 11736355, 22304252, 14096059, 11294654, 11098290, 7576014, 10443896, 20815451, 24682265, 1826648, 23830971, 9560513, 8168692, 23323988, 7873925, 19965378, 23930744, 1681364, 7875321, 11725586, 20654999, 125933, 22064660, 11349680, 765654, 8761286, 14758088, 11874838, 10908498, 25179661, 8697709, 16611652, 9124583, 3390389, 8175134, 23004588, 28775662, 28515665, 26190937, 28943785, 28943793, 28747851, 24836237, 10626221, 11863882, 18352461, 23005613, 16196773, 21517299, 22304255, 16803227, 22243305, 20867364, 22181596, 22181723, 23102296, 16090675, 16090735, 16090863, 18518523, 29864341, 25541767, 17155461, 23909308, 24237509, 19519018, 19257342, 19392510, 11531473, 21561183, 26146483, 23003241, 17501191, 17501266, 11801105, 11736333, 18233441, 19257412, 20867293, 17995318, 24289676, 19113262, 10991036, 17677899, 22463517, 20366413, 20366464, 18999815, 23004964, 25302881, 26943527, 28388204, 23473131, 28331430, 26041973, 26894703, 25983648, 28474955, 28280445, 25814871, 25814904, 10991038, 11747680, 9027956, 2065248, 12453086, 27412484, 33638646, 19024150, 7932460, 29346519, 7818243, 9702686, 7999198, 18632782, 36131511, 15897516, 10491105, 7804457, 17717020, 1317700, 2841422, 22158252, 1711034, 9477305, 10362907, 28844456, 10854968, 26960508, 10675220, 12690659, 4204847, 20360067, 10841169, 24177992, 10595673, 16150125, 10415800, 16543541, 17002839, 10990501, 1586145, 24523979, 10286465, 22721995, 1292881, 9191041, 9355067, 23383893, 28303084, 17368113, 1279128, 8898087, 17073790, 20366979, 20809381, 12535467, 22251345, 10209166, 8505641, 8325591, 10619709, 8244260, 3362065, 18468543, 11784337, 7622918, 11522396, 1331884, 463806, 10753695, 1316554, 10098582, 2955814, 17849373, 11934964, 8641816, 11181799, 1515794, 19538232, 8315261, 24732168, 12690331, 13280383, 12576228, 16328382, 23112297, 9382963, 28077547, 28306933, 27881199, 15546598, 9058768, 2080343, 10796795, 23005612, 17501113, 11736493, 16197130, 18232856, 14965454, 16605726, 16606169, 16803097, 16803368, 22243150, 20481871, 16486564, 18518365, 18518598, 19113694, 19113697, 19905622, 17678012, 20366980, 17026163, 15783955, 14611332, 19658999, 25699433, 26097407, 23215177, 28408859, 25723204, 23368450, 23368549, 16384210, 19792296, 25167397, 18352260, 18352616, 17501112, 11736446, 21568546, 18233067, 26296108, 15089665, 18764522, 22243151, 20867022, 21981493, 20481931, 16486438, 17995397, 21668142, 22587243, 15904280, 15324226, 19518617, 25615310, 15524782, 24702351, 12513133, 11005960, 16907493, 25814885, 25814892, 25679321, 26902686, 23413352, 9111144, 29034530, 11192706, 10685025, 11406030, 22105461, 19271108, 16879289, 18927355, 12456030, 14504313, 24613449, 15520408, 15864605, 70709, 19518855, 16373872, 8428388, 4578409, 11869620, 8494702, 15720355, 1777969, 11641138, 18211511, 8201209, 9659493, 8791250, 20309311, 12002636, 22242987, 2828215, 9578884, 10398110, 17148658, 22539154, 19836921, 19640316, 15020076, 10580137, 17461804, 10761697, 11843063, 9451013, 9549524, 1652477, 10500277, 19365055, 376045, 2834416, 23005937, 28515669, 27472109, 28286414]",R,GB0011694,True
59234,,Robert J I,Hughes,"[20354624, 30564757, 29716547, 29570728, 19959591, 35362651, 31970305, 28286717, 25518436, 25887695, 32704710, 29250719, 30151605, 26925052, 28883915, 35877084, 22249719, 19474157, 21742925, 24643736, 28740754, 18435876, 18065621, 21441326, 28243710, 24391931, 26758298, 23434185]",R,GB0011694,True
59309,,Rhonda,Hughes,[17050878],R,GB0011694,True
150,GB0011701,Marc,Williams,[18190377],,GB0011701,True
11187,,Matthew Adam,Williams,"[32197762, 28273067, 29788497, 32644004, 34215616, 33634034, 25907157, 28795108, 33215156, 32706924, 20627270, 22548342, 27207130, 29900881, 28396905, 27025828, 35221088, 25128866, 25729900, 25277353, 36033237, 34396235, 34925750, 24374936, 33225067, 35247000, 33434707, 31220995, 29856679, 24097339, 31185771, 30796035, 12270980, 35146325, 27040127, 35170090, 29282219, 31526136, 23015039, 31470421, 33782201, 33545558, 23913771, 32706740, 32855306, 32702311, 35758207, 34489317, 35341412, 18826546, 23178172, 34454967, 32229513, 25740935, 20059367, 31420939, 31094663, 33220888, 35200077, 24131309]",M,GB0011701,True
11450,,Michael V,Williams,"[19622565, 14643957, 17478797, 14643956, 26274622, 25139687, 27636022, 21414519, 24712411, 23212681, 22472588, 22734026, 18642000, 20223542, 18257857]",M,GB0011701,True
25949,,Mallory A,Williams,"[31863955, 33630436, 25740935, 19622718]",M,GB0011701,True
34969,,M A J,Williams,"[18761619, 17026221, 24160590, 22181871, 24971870, 35063385, 11601810, 28707437, 7540038, 26482243, 31922836, 21830696, 30547629, 8596096, 32058729, 8925265, 32324054, 35275686, 22889569, 19418054, 14961777, 11096962, 32530675, 9137879, 9337080, 28211722, 9207634, 7832840, 12420897, 34311286, 26709346, 12029957, 10656402, 6134835, 9677889, 19122976, 19518697, 7853448, 19257343, 29219549, 252701, 33218850, 3138021, 26406820, 27588849, 10616780, 26230782, 25679885, 25814891, 25325630, 18631916, 23004259, 23745860, 25167250, 10386559, 16777336, 29622478, 31395994, 2364234, 7739619, 21436799, 1907162, 1318711, 2171417, 26550866, 17117181, 21509018, 29635852, 1719081, 31144973, 21118316, 31997934, 25643920, 31809134, 22899005, 10972448, 25457828, 31619852, 21070501, 31491124, 9668304, 8621338, 31887325, 15504489, 24614693, 36083649, 28416190, 29990682, 2666591, 10334525, 28949189, 33275017, 10274480, 25151298, 31050511, 33279765, 23451940, 28696756, 34922797, 8776252, 31386473, 7861336, 31258911, 23215180, 22680708, 25166651, 25814862, 32964727, 6298427, 25764311, 28256886, 11545566, 12924450, 10173487, 19087004, 28524669, 33834812, 34558922, 34558945, 35476462, 6903772, 30169090, 24074488, 6904812, 29779249, 2521995, 2785035, 2261402, 11895254, 27034199, 21529979, 8357316, 3380553, 31298908, 1547407, 2206870, 30387661, 33337231, 23834599, 45767, 29341762, 23312810, 30527862, 30658952, 29219589, 1760422, 29286773, 17359381, 8909727, 14087949, 15071524, 5504133, 17025879, 16241787, 18233570, 27272325, 24336849, 15600827, 25375705, 25679884, 25983649, 16907494, 17678084, 22507362, 25192090, 25445455, 26190939, 24074076, 19726434, 11209381, 28316499, 3676010, 33495067, 23339459, 28128595, 31012676, 11286998, 31997922, 29379254, 35607034, 29906142, 15490811, 10773483, 8222168, 11565627, 26705625, 9407643, 16486808, 30118314, 4824286, 32678626, 18392053, 28943781, 3844831, 9415439, 31371027, 11513831, 29798779, 15774602, 6141532, 26524427, 36096789, 30004725, 12773181, 24702350, 25361252, 25723210, 23003138, 23767712, 23004586, 23521252, 28574205, 18352361, 10556953, 21176120, 10625641, 2171623, 34678003, 28128619, 30230851, 7820413, 7492782, 28929972, 8941798, 15562168, 11500364, 6126588, 8748151, 31491228, 2131132, 10847882, 23365377, 35622037, 18518188, 27367382, 30316663, 33855911, 20946270, 24158023, 34448646, 22586783, 19113541, 10463783, 8238162, 22200177, 28368647, 17293216, 254172, 34922798, 9823200, 25096608, 23197517, 9238551, 3668406, 7797714, 26016758, 11272025, 25541768, 25379914, 25814888, 24483886, 25165914, 23683191, 24266467, 25814835, 25814846, 28082078, 32377895, 28707946, 21499905, 30872960, 11082418, 8724436, 10101910, 21310598, 16398870, 17185446, 11221833, 17447923, 27541460, 31868437, 9193331, 30230895, 10439359, 9653186, 7622332, 35213204, 15028457, 33709730, 8150897, 25194014, 11171223, 6911572, 7632625, 7633457, 9668315, 20812380, 26317714, 19700580, 1743993, 28548519, 19113695, 3778716, 10661084, 28949228, 28622307, 9095495, 23973046, 32034568, 19257504, 11787432, 29286678, 11463912, 35714260, 33750182, 25814848, 25166658, 24483738, 22463398, 23830971, 10421312, 11404987, 29756810, 5771804, 30872958, 18356257, 20191805, 3484678, 33961457, 31012627, 31144932, 23216974, 2443362, 10442191, 30824243, 27417428, 11167656, 10645216, 10713329, 28282211, 6853264, 27367383, 28286415, 11181995, 9807917, 23573595, 31702304, 32031835, 34326494, 3524811, 15321503, 11261010, 7987217, 9561193, 3336201, 30665665, 13233278, 27655037, 16605984, 27101460, 25375701, 25083633, 25479486, 25884121, 8611787, 24949760, 22540460, 25814845, 25166655, 25814858, 22681061, 23368183, 32506617, 2166751, 28515664, 28581691, 28059544, 14690643, 9056809, 31012660, 1522194, 9780264, 32851727, 25382829, 22171742, 35148154, 218175, 9460654, 18833209, 15556589, 2057424, 16803230, 16606654, 11561784, 29061470, 28408857, 10649548, 21922954, 27232015, 3639075, 19892889, 28548525, 10526352, 23241145, 10854901, 9419177, 32816367, 2934580, 30069065, 8311550, 33412030, 22795827, 11524374, 10805258, 26468368, 27058227, 9561215, 25422109, 10350328, 29881208, 27588848, 5306833, 36306775, 6094811, 2510851, 25814889, 23373912, 23767711, 23003947, 23030081, 24580438, 23102295, 27132069, 8655400, 28840855, 29694106, 21830698, 25306243, 22882366, 21507100, 12790818, 11811521, 31144928, 7815421, 21382142, 31868452, 11684086, 27152791, 19223909, 31283265, 1596454, 11493495, 19164350, 18579622, 19629114, 36210310, 10520393, 29855231, 18518599, 6132999, 32281875, 31298897, 12235520, 12892566, 30128627, 15778895, 9684394, 17025804, 15387792, 26660643, 32167334, 19257500, 29481252, 29286739, 18999740, 32567908, 33750184, 26274411, 19518944, 32442581, 16606174, 25814836, 23383888, 22587241, 24655242, 22463401, 24237507, 24138232, 35522517, 1116355, 34477418, 19404345, 30415097, 26089766, 11868748, 19211590, 29304390, 2176446, 24330073, 8798134, 31997939, 28331428, 12473154, 8345087, 31283320, 30956546, 31154836, 11954448, 1797928, 25195185, 9204985, 10583887, 1736806, 2130846, 35622021, 6919962, 20553394, 18851273, 32417557, 10661082, 9023529, 27768360, 28949591, 31575427, 21747973, 16178670, 11264257, 28566398, 19392104, 3663477, 26406821, 32242683, 24745405, 24815636, 19392105]",M,GB0011701,True
35672,,M C S,Williams,"[30336942, 13884603, 475094, 27069415, 25526119, 23368453, 23373913, 25814905, 21231579, 26951964, 23005621, 28280431, 28943788, 25814850, 25166659, 25983644, 23383780, 29286736, 28260969, 26041975, 25526123, 36194267, 21742616, 4389082, 23838086, 23006362, 27081971, 28949169, 27314714, 6964398, 11045388, 20868032, 21405267, 28621989, 22463626, 25814847, 11158062, 6318617, 23391586, 30803814, 31615632, 25167254, 29570314, 24329443, 27217821, 24476260, 22463524, 28515667, 23473136, 23368454, 27835023, 25814861, 24182258, 36194266, 10442945, 7369611, 30003181, 28474923, 30848618, 29430210, 28775665, 21838350, 27314715, 21231580, 27091433, 182724]",M,GB0011701,True
